Verkooporderregel artikel.Artikel.Artikelcode,Omschrijving_standaard_artikelen,Priority,ArticleType,Aantal_orders_5jr,Totale_kosten_5jr,Aantal_klantlocaties_5jr,Annual_Use,Annual_Use_genormaliseerd,Aandeel_pct,Cumulatief_pct,ABC_categorie,Aandeel,Cumulatief_aandeel,Totaal_orders_5jr,Gem_orders_per_klantlocatie_5jr,Max_orders_op_1_klantlocatie_5jr,Aantal_klantlocaties_met_orders_5jr,Incourant,Artikelcode,Standaard verkoopprijs,Engineering status,Hoofdleverancier.Relatie,Artikelgroep,Inkoopprijs (standaard),Hoofdleverancier.Levertijd,MTBF(years),Hoofdleverancier.Bestelhoeveelheid,Laatste_order_datum,Unnamed: 29
000688291,"Conveyor belt, welded",3,Wear,1.0,1697.15,1.0,339.43,339.43,0.0671683166410586,57.40762570907963,A,0.0006716831664105,0.5740762570907963,1.0,1.0,1.0,1.0,Uitgeschakeld,000688291,1697.15,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 465,57",0 dagen,7.0,0.0,2025-12-09,
000436252,"Linear actuator, adjustment",1,Wear,1.0,1269.25,1.0,253.85,253.85,0.0502332651189722,67.70919268985084,A,0.0005023326511897,0.6770919268985084,1.0,1.0,1.0,1.0,Uitgeschakeld,000436252,1698.72,Custom Approved,Linak Actuator-Systems B.V.,330-Linear motion," 849,36",0 dagen,10.0,1.0,2021-10-01,
000547188,"Conveyor belt, welded",3,Wear,1.0,1300.89,1.0,260.178,260.178,0.0514854853343468,66.843310913045,A,0.0005148548533434,0.6684331091304501,1.0,1.0,1.0,1.0,Uitgeschakeld,000547188,1700.82,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 459,68",0 dagen,7.0,0.0,2024-06-05,
000676811,Vacuum pump,1,Critical,1.0,1353.72,1.0,270.744,270.744,0.053576344815328,65.84527130500713,A,0.0005357634481532,0.6584527130500712,1.0,1.0,1.0,1.0,Uitgeschakeld,000676811,1701.5,Custom Approved,Busch B.V.,560-Vacuum component," 878,00",0 dagen,10.0,0.0,2024-12-20,
000619806,"Motor, three-phase geared",1,Critical,4.0,6759.440000000001,2.0,1351.888,675.9440000000001,0.1337595988086609,33.96679443097414,A,0.0013375959880866,0.3396679443097414,4.0,2.0,3.0,2.0,Uitgeschakeld,000619806,1702.24,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 840,32",0 dagen,10.0,0.0,2026-03-02,
000573777,"Reductor, servo",2,Critical,1.0,2393.87,1.0,478.774,478.774,0.094742490738904,46.37434261639977,A,0.000947424907389,0.4637434261639977,1.0,1.0,1.0,1.0,Uitgeschakeld,000573777,1706.04,Custom Approved,Apex Dynamics B.V.,370-Gear," 853,02",0 dagen,10.0,0.0,2023-01-05,
SIG_CP 312,CPU Module,1,Critical,3.0,4642.58,3.0,928.516,309.5053333333333,0.0612466553676155,60.61393164854429,A,0.0006124665536761,0.606139316485443,3.0,1.0,1.0,3.0,Uitgeschakeld,SIG_CP 312,1709.74,Custom Approved,Sigma Control B.V.,630-Automation," 854,87",0 dagen,10.0,0.0,2026-04-28,
000531878,"Reductor, servo",2,Critical,2.0,2931.7,2.0,586.3399999999999,293.17,0.0580141277720271,62.93298294216447,A,0.0005801412777202,0.6293298294216447,2.0,1.0,1.0,2.0,Uitgeschakeld,000531878,1722.8,Custom Approved,Apex Dynamics B.V.,370-Gear," 861,40",0 dagen,10.0,0.0,2025-08-13,
000699667,"Reductor, servo",2,Critical,2.0,2803.15,2.0,560.6299999999999,280.3149999999999,0.0554703081025199,64.75390412140786,A,0.0005547030810251,0.6475390412140786,2.0,1.0,1.0,2.0,Uitgeschakeld,000699667,1722.8,Custom Approved,Apex Dynamics B.V.,370-Gear," 820,38",0 dagen,10.0,0.0,2026-01-26,
000269582,"Reductor, servo",2,Critical,4.0,4009.849999999999,3.0,801.9699999999999,267.3233333333333,0.0528994440646866,66.16486951290075,A,0.0005289944406468,0.6616486951290075,4.0,1.333333333333333,2.0,3.0,Uitgeschakeld,000269582,1723.68,Custom Approved Racupack,Apex Dynamics B.V.,370-Gear," 861,84",0 dagen,10.0,1.0,2024-11-12,
000728383,"Conveyor belt, welded",3,Wear,1.0,1433.8,1.0,286.76,286.76,0.0567456809356567,64.1382429286365,A,0.0005674568093565,0.641382429286365,1.0,1.0,1.0,1.0,Uitgeschakeld,000728383,1726.09,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 466,51",0 dagen,7.0,0.0,2024-02-01,
000296583,"Conveyor belt, welded",3,Wear,1.0,1520.22,1.0,304.044,304.044,0.060165936024553,61.21974773779599,A,0.0006016593602455,0.6121974773779599,1.0,1.0,1.0,1.0,Uitgeschakeld,000296583,1730.94,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 467,82",0 dagen,7.0,1.0,2025-12-17,
000551500,"Reductor, servo",2,Critical,1.0,1461.35,1.0,292.27,292.27,0.0578360307123183,63.04880618820425,A,0.0005783603071231,0.6304880618820424,1.0,1.0,1.0,1.0,Uitgeschakeld,000551500,1732.44,Custom Approved,Lenze B.V.,370-Gear," 866,22",0 dagen,10.0,0.0,2022-07-01,
000748175,"Conveyor Belt, Welded",3,Wear,1.0,1556.02,1.0,311.204,311.204,0.0615827970773473,60.18379436435512,A,0.0006158279707734,0.6018379436435513,1.0,1.0,1.0,1.0,Uitgeschakeld,000748175,1744.62,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 478,59",0 dagen,7.0,0.0,2026-02-11,
VENVMAC59B35611JA,Vacuum valve,2,Wear,2.0,2868.48,1.0,573.696,573.696,0.1135261897407677,40.65713178318327,A,0.0011352618974076,0.4065713178318328,2.0,2.0,2.0,1.0,Uitgeschakeld,VENVMAC59B35611JA,1749.08,Custom Approved,Astro Controls B.V.,560-Vacuum component," 874,54",5 dagen,10.0,1.0,2024-06-03,
000271623,"Hotmelt, hose",2,Wear,12.0,16811.13,11.0,3362.226,305.6569090909091,0.0604851075430735,60.91811702866886,A,0.0006048510754307,0.6091811702866886,12.0,1.090909090909091,2.0,11.0,Uitgeschakeld,000271623,1760.3,Custom Approved,Nordson Benelux B.V.,670-Hotmelt," 895,55",5 dagen,5.0,1.0,2024-12-20,
000279439,"Motor, servo",2,Critical,4.0,3783.96,3.0,756.792,252.264,0.0499194185226409,67.85940010315895,A,0.0004991941852264,0.6785940010315895,4.0,1.333333333333333,2.0,3.0,Uitgeschakeld,000279439,1763.74,Custom Approved Racupack,Sigma Control B.V.,310-Electric motor," 0,00",0 dagen,10.0,0.0,2022-07-06,
000523087,"Motor, servo",2,Critical,15.0,20261.69,13.0,4052.338,311.7183076923077,0.0616845711748869,60.12221156727778,A,0.0006168457117488,0.6012221156727778,15.0,1.153846153846154,2.0,13.0,Uitgeschakeld,000523087,1766.82,Standard Approved,Bosch Rexroth B.V.,310-Electric motor,883.41,25 dagen,10.0,0.0,2026-04-14,
BECK_CP6706-COM-1,Panel PC 7-inch display 800 x 480 WVGA,1,Critical,13.0,24147.64,13.0,4829.528,371.5021538461539,0.0735149347505339,54.88400773428486,A,0.0007351493475053,0.5488400773428486,13.0,1.0,1.0,13.0,Uitgeschakeld,BECK_CP6706-COM-1,1781.9,Standard Approved,Beckhoff Automation B.V.,630-Automation,890.95,35 dagen,10.0,0.0,2026-05-04,
000274250,"Conveyor belt, welded",3,Wear,2.0,3605.52,1.0,721.104,721.104,0.1426961134936039,32.4496593385768,A,0.001426961134936,0.324496593385768,2.0,2.0,2.0,1.0,Uitgeschakeld,000274250,1784.22,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 489,45",0 dagen,7.0,1.0,2025-11-06,
000804434,"Reductor, servo",2,Critical,1.0,1611.64,1.0,322.328,322.328,0.0637840767353479,59.24052426551305,A,0.0006378407673534,0.5924052426551305,1.0,1.0,1.0,1.0,Uitgeschakeld,000804434,1790.71,Custom Approved,Apex Dynamics B.V.,370-Gear," 852,72",0 dagen,10.0,0.0,2025-07-04,
REDUAPE075-2#F-FG,"Reductor, servo",2,Critical,1.0,1503.85,1.0,300.77,300.77,0.0595180584984568,61.69775082309197,A,0.0005951805849845,0.6169775082309197,1.0,1.0,1.0,1.0,Uitgeschakeld,REDUAPE075-2#F-FG,1790.72,Custom Approved,Apex Dynamics B.V.,370-Gear," 895,36",0 dagen,10.0,1.0,2024-09-19,
000368628,"Reductor, servo",2,Critical,2.0,2728.67,2.0,545.734,272.867,0.0539964559906188,65.63030815393861,A,0.0005399645599061,0.6563030815393862,2.0,1.0,1.0,2.0,Uitgeschakeld,000368628,1790.72,Custom Approved,Apex Dynamics B.V.,370-Gear," 852,73",0 dagen,10.0,1.0,2024-05-15,
BELTENDL-00000647,"Conveyor belt, welded",3,Wear,1.0,1347.5,1.0,269.5,269.5,0.053330175101686,66.00553451669916,A,0.0005333017510168,0.6600553451669916,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000647,1793.06,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 484,61",0 dagen,7.0,1.0,2023-02-22,
000498184,"Hotmelt, hose, heated",2,Wear,4.0,6051.62,4.0,1210.324,302.581,0.0598764293597153,61.3995962831442,A,0.0005987642935971,0.613995962831442,4.0,1.0,1.0,4.0,Uitgeschakeld,000498184,1794.16,Standard Approved,Robatech B.V.,670-Hotmelt," 913,23",0 dagen,5.0,0.0,2026-02-11,
000728768,"Conveyor belt, welded",3,Wear,1.0,1513.2,1.0,302.64,302.64,0.0598881046114073,61.33971985378448,A,0.000598881046114,0.6133971985378448,1.0,1.0,1.0,1.0,Uitgeschakeld,000728768,1794.5,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 485,00",0 dagen,7.0,0.0,2025-01-17,
000562508,"Reductor, servo",2,Critical,2.0,2917.62,2.0,583.524,291.762,0.0577355048163938,63.2221323574928,A,0.0005773550481639,0.632221323574928,2.0,1.0,1.0,2.0,Uitgeschakeld,000562508,1800.18,Custom Approved,SEW-Eurodrive B.V.,370-Gear," 900,09",0 dagen,10.0,0.0,2023-01-05,
000550115,"Motor, three-phase geared",1,Critical,5.0,8321.45,4.0,1664.29,416.0725,0.0823347654174259,51.49447523626293,A,0.0008233476541742,0.5149447523626293,5.0,1.25,2.0,4.0,Uitgeschakeld,000550115,1802.86,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 826,65",0 dagen,10.0,0.0,2025-03-14,
000348761,"Reductor, servo",2,Critical,5.0,9166.0,5.0,1833.2,366.64,0.0725527844129209,55.24938921197094,A,0.0007255278441292,0.5524938921197093,5.0,1.0,1.0,5.0,Uitgeschakeld,000348761,1805.76,Standard Approved,Apex Dynamics B.V.,370-Gear,902.88,15 dagen,10.0,1.0,2026-03-03,
000548992,"Reductor, servo",2,Critical,6.0,11809.72,6.0,2361.944,393.6573333333333,0.0778991262216307,52.92858078701129,A,0.0007789912622163,0.5292858078701129,6.0,1.0,1.0,6.0,Uitgeschakeld,000548992,1805.76,Standard Approved,Apex Dynamics B.V.,370-Gear,902.88,15 dagen,10.0,0.0,2024-02-05,
REDUAPE100#B-FG,"Reductor, servo",2,Critical,31.0,54054.94,26.0,10810.988,415.8072307692308,0.0822822724507245,51.57675750871365,A,0.0008228227245072,0.5157675750871366,31.0,1.192307692307692,3.0,26.0,Uitgeschakeld,REDUAPE100#B-FG,1805.76,Standard Approved,Apex Dynamics B.V.,370-Gear,902.88,15 dagen,10.0,1.0,2026-05-04,
000722799,"Motor, three-phase geared",1,Critical,1.0,1723.17,1.0,344.634,344.634,0.0681981134174192,56.86645111512827,A,0.0006819811341741,0.5686645111512827,1.0,1.0,1.0,1.0,Uitgeschakeld,000722799,1813.86,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 901,85",0 dagen,10.0,0.0,2025-11-03,
000235841,"Motor, servo",2,Critical,1.0,1447.78,1.0,289.556,289.556,0.0572989691344853,63.73981588829245,A,0.0005729896913448,0.6373981588829245,1.0,1.0,1.0,1.0,Uitgeschakeld,000235841,1819.72,Custom Approved Racupack,Siemens Nederland N.V.,310-Electric motor," 909,86",0 dagen,10.0,1.0,2024-12-16,
000550114,"Motor, three-phase geared",1,Critical,4.0,6693.860000000001,4.0,1338.772,334.693,0.0662309324501247,58.00786172751826,A,0.0006623093245012,0.5800786172751826,4.0,1.0,1.0,4.0,Uitgeschakeld,000550114,1822.1,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 836,47",0 dagen,10.0,0.0,2025-01-10,
000465302,"Motor, drum",2,Critical,1.0,1452.77,1.0,290.554,290.554,0.0574964589851402,63.56780143682958,A,0.0005749645898514,0.6356780143682959,1.0,1.0,1.0,1.0,Uitgeschakeld,000465302,1836.0,Custom Approved,Van der Graaf B.V.,310-Electric motor," 918,00",0 dagen,10.0,0.0,2024-12-20,
BECK_CX5130-COM-1,CPU module CX5130-0175 64Bit TC3 40GB,1,Critical,7.0,10403.46,6.0,2080.692,346.782,0.0686231717332575,56.72991438950189,A,0.0006862317173325,0.5672991438950189,7.0,1.166666666666667,2.0,6.0,Uitgeschakeld,BECK_CX5130-COM-1,1846.88,Custom Approved,Beckhoff Automation B.V.,630-Automation,923.44,45 dagen,10.0,0.0,2026-03-10,
BELTENDL-00000945,"Conveyor belt, welded",3,Wear,1.0,1848.64,1.0,369.728,369.728,0.0731638552133439,55.10377560479181,A,0.0007316385521334,0.551037756047918,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000945,1848.64,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 499,63",0 dagen,7.0,1.0,2025-12-01,
000539676,"Motor, servo",2,Critical,1.0,1554.15,1.0,310.83,310.83,0.0615087878547572,60.42992427300437,A,0.0006150878785475,0.6042992427300438,1.0,1.0,1.0,1.0,Uitgeschakeld,000539676,1852.6,Custom Approved,Sigma Control B.V.,310-Electric motor," 926,30",0 dagen,10.0,0.0,2024-12-06,
000591891,"Motor, servo",2,Critical,4.0,6783.97,4.0,1356.794,339.1985,0.0671225061195891,57.47474821519922,A,0.0006712250611958,0.5747474821519922,4.0,1.0,1.0,4.0,Uitgeschakeld,000591891,1858.62,Standard Approved,Bosch Rexroth B.V.,310-Electric motor," 929,31",0 dagen,10.0,0.0,2025-12-29,
000590304,"Motor, three-phase geared",1,Critical,2.0,3078.53,2.0,615.706,307.853,0.0609196823583649,60.79688406944911,A,0.0006091968235836,0.6079688406944911,2.0,1.0,1.0,2.0,Uitgeschakeld,000590304,1862.3,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 892,20",0 dagen,10.0,0.0,2024-12-20,
000590368,"Motor, three-phase geared",1,Critical,2.0,3222.08,2.0,644.4159999999999,322.208,0.0637603304607201,59.30428459597377,A,0.0006376033046072,0.5930428459597377,2.0,1.0,1.0,2.0,Uitgeschakeld,000590368,1867.62,Custom Approved,SEW-Eurodrive B.V.,310-Electric motor," 933,81",0 dagen,10.0,0.0,2024-12-20,
BECK_CX5140-COM-2,CPU module CX5140-0175 64Bit TC3 40GB Displayport,1,Critical,2.0,3408.63,2.0,681.726,340.863,0.0674518867372394,57.34045739243857,A,0.0006745188673723,0.5734045739243857,2.0,1.0,1.0,2.0,Uitgeschakeld,BECK_CX5140-COM-2,1867.74,,Beckhoff Automation B.V.,630-Automation," 933,87",0 dagen,10.0,0.0,2025-11-25,
000742992,"Reductor, servo",2,Critical,1.0,1652.94,1.0,330.588,330.588,0.0654186119722308,58.33657182952734,A,0.0006541861197223,0.5833657182952734,1.0,1.0,1.0,1.0,Uitgeschakeld,000742992,1869.84,Custom Approved,Apex Dynamics B.V.,370-Gear," 934,92",0 dagen,10.0,0.0,2025-04-28,
000346934,"Reductor, servo",2,Critical,1.0,1528.19,1.0,305.638,305.638,0.0604813657058595,61.03908317810496,A,0.0006048136570585,0.6103908317810496,1.0,1.0,1.0,1.0,Uitgeschakeld,000346934,1869.84,Standard Approved,Apex Dynamics B.V.,370-Gear," 934,92",0 dagen,10.0,1.0,2024-01-16,
000400266,"Reductor, servo",2,Critical,3.0,6655.4,2.0,1331.08,665.54,0.1317007967984273,34.76286374534372,A,0.0013170079679842,0.3476286374534373,3.0,1.5,2.0,2.0,Uitgeschakeld,000400266,1882.18,Custom Approved,Apex Dynamics B.V.,370-Gear," 941,09",0 dagen,10.0,1.0,2025-06-27,
000551458,"Motor, servo",2,Critical,3.0,4573.11,3.0,914.622,304.874,0.0603301810907289,61.09941335919569,A,0.0006033018109072,0.6109941335919569,3.0,1.0,1.0,3.0,Uitgeschakeld,000551458,1886.4,Custom Approved,Groneman B.V.,310-Electric motor," 943,20",0 dagen,10.0,0.0,2023-01-05,
000367981,"Reductor, servo",2,Critical,2.0,2992.51,2.0,598.5020000000001,299.251,0.0592174702387928,61.93504502029189,A,0.0005921747023879,0.6193504502029189,2.0,1.0,1.0,2.0,Uitgeschakeld,000367981,1896.04,Custom Approved,Apex Dynamics B.V.,370-Gear," 948,02",0 dagen,10.0,1.0,2024-05-15,
REDUPLAN-00000046,"Reductor, servo",2,Critical,1.0,1496.01,1.0,299.202,299.202,0.0592077738433197,61.99425279413521,A,0.0005920777384331,0.6199425279413521,1.0,1.0,1.0,1.0,Uitgeschakeld,REDUPLAN-00000046,1896.04,Custom Approved,Apex Dynamics B.V.,370-Gear," 948,02",0 dagen,10.0,1.0,2023-03-09,
000368322,"Reductor, servo",2,Critical,2.0,2946.95,2.0,589.39,294.695,0.0583159033454225,62.81677184030578,A,0.0005831590334542,0.6281677184030577,2.0,1.0,1.0,2.0,Uitgeschakeld,000368322,1896.04,Custom Approved,Apex Dynamics B.V.,370-Gear," 948,02",0 dagen,10.0,1.0,2024-05-15,
000678348,Vacuum pump,1,Critical,18.0,32044.07,10.0,6408.814,640.8814,0.1268212144022773,36.45049151496272,A,0.0012682121440227,0.3645049151496272,18.0,1.8,4.0,10.0,Uitgeschakeld,000678348,1898.0,Standard Approved,Busch B.V.,560-Vacuum component,949,10 dagen,10.0,0.0,2026-04-07,
SLAHNRD2300_10FT,"Hotmelt, hose",2,Wear,17.0,25285.75,14.0,5057.15,361.225,0.0714812337703397,55.68229220824443,A,0.0007148123377033,0.5568229220824443,17.0,1.214285714285714,3.0,14.0,Uitgeschakeld,SLAHNRD2300_10FT,1898.02,Standard Approved,Nordson Benelux B.V.,670-Hotmelt," 965,63",5 dagen,5.0,1.0,2024-12-20,
REDUPLAN-00000009,"Reductor, servo",2,Critical,1.0,1445.85,1.0,289.17,289.17,0.0572225852844325,63.79703847357688,A,0.0005722258528443,0.6379703847357688,1.0,1.0,1.0,1.0,Uitgeschakeld,REDUPLAN-00000009,1898.82,Custom Approved,Apex Dynamics B.V.,370-Gear," 949,41",0 dagen,10.0,1.0,2021-06-11,
000254962,"Motor, drum",2,Critical,2.0,2871.24,1.0,574.2479999999999,574.2479999999999,0.1136354226040558,40.54360559344251,A,0.0011363542260405,0.4054360559344251,2.0,2.0,2.0,1.0,Uitgeschakeld,000254962,1905.0,Custom Approved,Van der Graaf B.V.,310-Electric motor," 952,50",0 dagen,10.0,1.0,2023-07-17,
000548820,"Motor, servo",2,Critical,8.0,13545.99,8.0,2709.198,338.64975,0.0670139163845722,57.54176213158379,A,0.0006701391638457,0.575417621315838,8.0,1.0,1.0,8.0,Uitgeschakeld,000548820,1907.4,Standard Approved,Groneman B.V.,310-Electric motor,953.7,25 dagen,10.0,0.0,2024-02-05,
000333427,"Linear actuator, drive",1,Wear,3.0,8939.21,2.0,1787.842,893.9209999999999,0.1768941130132628,27.20712276957346,A,0.0017689411301326,0.2720712276957346,3.0,1.5,2.0,2.0,Uitgeschakeld,000333427,1908.6,Custom Approved,Festo B.V.,330-Linear motion," 954,30",0 dagen,10.0,1.0,2024-07-08,
000583480,"Motor, three-phase geared",1,Critical,2.0,3214.08,2.0,642.816,321.408,0.0636020219632012,59.36788661793697,A,0.000636020219632,0.5936788661793697,2.0,1.0,1.0,2.0,Uitgeschakeld,000583480,1913.6,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 956,80",0 dagen,10.0,0.0,2024-11-04,
BELTENDL-00000607,"Conveyor belt, welded",3,Wear,2.0,4395.24,1.0,879.048,879.048,0.1739509601587642,28.08586949302635,A,0.0017395096015876,0.2808586949302635,2.0,2.0,2.0,1.0,Uitgeschakeld,BELTENDL-00000607,1918.57,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 518,53",0 dagen,7.0,1.0,2025-07-24,
000367976,"Motor, servo",2,Critical,2.0,2957.15,2.0,591.4300000000001,295.715,0.0585177466797591,62.6415945829481,A,0.0005851774667975,0.626415945829481,2.0,1.0,1.0,2.0,Uitgeschakeld,000367976,1922.0,Custom Approved,Beckhoff Automation B.V.,310-Electric motor," 961,00",0 dagen,10.0,1.0,2024-05-15,
BELTENDL-00000819,"Conveyor belt, welded",3,Wear,2.0,3323.4,1.0,664.6800000000001,664.6800000000001,0.1315306151635945,34.89439436050732,A,0.0013153061516359,0.3489439436050732,2.0,2.0,2.0,1.0,Uitgeschakeld,BELTENDL-00000819,1952.46,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 527,69",0 dagen,7.0,1.0,2026-05-04,
REX_01-18AV20-B02,Servo Controller W0018-A-03-B-ET-EC-NN-L4-NN-FW,3,Wear,6.0,5278.08,6.0,1055.616,175.936,0.0348152047743608,78.96115827586131,A,0.0003481520477436,0.7896115827586131,6.0,1.0,1.0,6.0,Uitgeschakeld,REX_01-18AV20-B02,1973.9,Standard Approved,Bosch Rexroth B.V.,610-Motor control," 1.014,59",0 dagen,0.0,0.0,2026-04-02,
000401793,"Motor, servo",2,Critical,2.0,3197.76,2.0,639.552,319.776,0.0632790726282626,59.68493880303451,A,0.0006327907262826,0.596849388030345,2.0,1.0,1.0,2.0,Uitgeschakeld,000401793,1983.02,Standard Approved,Sigma Control B.V.,310-Electric motor," 991,51",0 dagen,10.0,1.0,2024-06-28,
BECK_CX5140-COM-1,CPU module CX5140-0175 64Bit TC3 40GB,1,Critical,27.0,43521.82,23.0,8704.364,378.4506086956521,0.0748899340596616,54.06964817912998,A,0.0007488993405966,0.5406964817912998,27.0,1.173913043478261,2.0,23.0,Uitgeschakeld,BECK_CX5140-COM-1,1998.5,Custom approved,Beckhoff Automation B.V.,630-Automation,999.25,45 dagen,10.0,1.0,2026-02-23,
000605778,"Motor, servo",2,Critical,1.0,1852.26,1.0,370.452,370.452,0.0733071244035985,54.95731485868846,A,0.0007330712440359,0.5495731485868846,1.0,1.0,1.0,1.0,Uitgeschakeld,000605778,2002.44,Standard Approved,Bosch Rexroth B.V.,310-Electric motor," 1.001,22",0 dagen,10.0,0.0,2025-11-25,
CILLNOR32M462,Lintra-Cylinder with Rollerguide,1,Critical,1.0,2313.71,1.0,462.742,462.742,0.0915699884486249,48.14283362270444,A,0.0009156998844862,0.4814283362270445,1.0,1.0,1.0,1.0,Uitgeschakeld,CILLNOR32M462,2013.32,Custom approved,Norgren B.V.,510-Cylinder," 1.006,66",25 dagen,8.0,1.0,2024-02-28,
000585158,"Conveyor belt, welded",3,Wear,3.0,5039.12,3.0,1007.824,335.9413333333333,0.0664779596681282,57.94163079506814,A,0.0006647795966812,0.5794163079506813,3.0,1.0,1.0,3.0,Uitgeschakeld,000585158,2024.09,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 547,05",0 dagen,7.0,0.0,2024-04-22,
000318614,Hose-2300 Hiflex,Onbekend,Onbekend,1.0,1505.52,1.0,301.104,301.104,0.059584152296171,61.5786553262738,A,0.0005958415229617,0.615786553262738,1.0,1.0,1.0,1.0,Uitgeschakeld,000318614,2028.9,Custom approved Racupack,Nordson Benelux B.V.,670-Hotmelt," 1.032,21",5 dagen,5.0,1.0,2022-09-02,
000442764,"Motor, servo",2,Critical,1.0,1794.77,1.0,358.954,358.954,0.0710318355230078,55.8957658742369,A,0.00071031835523,0.558957658742369,1.0,1.0,1.0,1.0,Uitgeschakeld,000442764,2030.28,Standard Approved,Dynamic Drives,310-Electric motor," 1.015,14",0 dagen,10.0,1.0,2023-05-30,
000271624,Hose-2300,Onbekend,Onbekend,3.0,6283.12,2.0,1256.624,628.312,0.1243339108663844,37.45548055821959,A,0.0012433391086638,0.3745548055821959,3.0,1.5,2.0,2.0,Uitgeschakeld,000271624,2041.5,Custom approved,Nordson Benelux B.V.,670-Hotmelt," 1.020,75",5 dagen,5.0,1.0,2023-02-03,
000552922,"Motor, three-phase geared",1,Critical,3.0,5582.3,3.0,1116.46,372.1533333333334,0.0736437938083221,54.81049279953433,A,0.0007364379380832,0.5481049279953433,3.0,1.0,1.0,3.0,Uitgeschakeld,000552922,2043.52,Standard Approved,SEW-Eurodrive B.V.,310-Electric motor," 949,50",0 dagen,10.0,0.0,2025-01-10,
REDUPLAN-00000010,Planetary gearbox,1,Critical,2.0,2656.3,1.0,531.26,531.26,0.1051287154898766,43.18148376623402,A,0.0010512871548987,0.4318148376623402,2.0,2.0,2.0,1.0,Uitgeschakeld,REDUPLAN-00000010,2058.22,Custom approved,Apex Dynamics B.V.,310-Electric motor," 1.029,11",0 dagen,10.0,1.0,2024-03-07,
BELTENDL-00000630,"Conveyor belt, welded",3,Wear,1.0,1554.39,1.0,310.878,310.878,0.0615182863646084,60.36841548514962,A,0.000615182863646,0.6036841548514962,1.0,1.0,1.0,1.0,Uitgeschakeld,BELTENDL-00000630,2068.16,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 558,96",0 dagen,7.0,1.0,2022-11-08,
BECK_CX5140-0125,CPU module CX5140-0125 32Bit TC3 40GB,1,Critical,8.0,10377.88,5.0,2075.576,415.1152,0.0821453295115823,51.65890283822524,A,0.0008214532951158,0.5165890283822524,8.0,1.6,4.0,5.0,Uitgeschakeld,BECK_CX5140-0125,2075.02,Custom approved,Beckhoff Automation B.V.,630-Automation,1037.51,45 dagen,10.0,1.0,2025-12-19,
PEN_761000-PMD0,Weighing unit Penko 1020 & ETH,Onbekend,Onbekend,6.0,10441.6,5.0,2088.32,417.664,0.0826497003846776,51.08190340422362,A,0.0008264970038467,0.5108190340422362,6.0,1.2,2.0,5.0,Uitgeschakeld,PEN_761000-PMD0,2089.6,Custom approved,Penko Engineering B.V.,804-Check weigher/Metal detection,1044.8,10 dagen,10.0,1.0,2025-12-02,
000282727,"Conveyor belt, welded",3,Wear,1.0,1704.55,1.0,340.91,340.91,0.0674611873614686,57.27300550570133,A,0.0006746118736146,0.5727300550570134,1.0,1.0,1.0,1.0,Uitgeschakeld,000282727,2094.28,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 566,02",0 dagen,7.0,1.0,2021-12-17,
000739665,"Conveyor belt, welded",3,Wear,1.0,1876.84,1.0,375.368,375.368,0.0742799301208523,54.36752690970474,A,0.0007427993012085,0.5436752690970474,1.0,1.0,1.0,1.0,Uitgeschakeld,000739665,2104.34,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 577,27",0 dagen,7.0,0.0,2025-07-01,
000593746,"Motor, servo",2,Critical,9.0,11810.46,9.0,2362.092,262.4546666666667,0.0519360049335361,66.688516864171,A,0.0005193600493353,0.6668851686417101,9.0,1.0,1.0,9.0,Uitgeschakeld,000593746,2105.28,Standard Approved,Bosch Rexroth B.V.,310-Electric motor,1052.64,30 dagen,10.0,0.0,2026-04-02,
000628320,"Conveyor belt, welded",3,Wear,2.0,3359.27,1.0,671.854,671.854,0.1329502466150954,34.23319708723927,A,0.0013295024661509,0.3423319708723927,2.0,2.0,2.0,1.0,Uitgeschakeld,000628320,2126.02,Custom Approved,YONGLI Nederland Wormer B.V.,350-Conveyor," 574,60",0 dagen,7.0,0.0,2023-10-25,
